No,Nama Perusahaan,Kode Saham,Kode Subindustri,Sektor,Subsektor,Industri,Subindustri,Index,PER,PBV,ROE %,ROA %,DER,Mkt Cap,Total Rev,4-wk %Pr. Chg.,13-wk %Pr. Chg.,26-wk %Pr. Chg.,52-wk %Pr. Chg.,NPM %,MTD,YTD
829,PT Saratoga Investama Sedaya Tbk.,SRTG,G512,Financials,Holding & Investment Companies,Holding & Investment Companies,Investment Companies,"COMPOSITE, ECONOMIC30, IDXFINANCE, IDXSMC-COM, IDXSMC-LIQ, ISSI, JII70, KOMPAS100, MBX",-4.95,0.44,-8.87,-8.25,0.07,21568087650000,1406387000000,-8.23,-21.61,-6.81,-36.50,-309.97,-5.94,-27.29
830,PT Surya Semesta Internusa Tbk,SSIA,J211,Infrastructures,Heavy Constructions & Civil Engineering,Heavy Constructions & Civil Engineering,Heavy Constructions & Civil Engineering,"COMPOSITE, IDX80, IDXINFRA, IDXSHAGROW, IDXSMC-COM, IDXSMC-LIQ, ISSI, JII70, KOMPAS100, MBX, SMinfra18",718.70,1.08,0.15,0.10,0.44,8822342700000,3315122670204,9.20,-10.10,58.22,69.52,0.37,-3.52,58.93
831,PT Sawit Sumbermas Sarana Tbk.,SSMS,D232,Consumer Non-Cyclicals,Food & Beverage,Agricultural Products,Plantations & Crops,"COMPOSITE, ESGQKEHATI, ESGSKEHATI, IDXNONCYC, IDXSMC-COM, MBX, SRI-KEHATI",12.01,4.33,36.08,11.32,2.19,15192375000000,11017632680000,3.95,12.86,10.88,50.48,11.48,-2.47,30.58
832,Sunson Textile Manufacturer Tbk,SSTM,E413,Consumer Cyclicals,Apparel & Luxury Goods,Apparel & Luxury Goods,Textiles,"COMPOSITE, DBX, IDXCYCLIC, ISSI",-72.47,7.74,-10.68,-6.46,0.65,1732945587880,185920105028,52.88,396.60,706.63,414.08,-12.86,9.36,461.54
833,PT Sumber Tani Agung Resources Tbk,STAA,D232,Consumer Non-Cyclicals,Food & Beverage,Agricultural Products,Plantations & Crops,"COMPOSITE, IDXNONCYC, IDXSMC-COM, ISSI, KOMPAS100, MBX",9.18,2.28,24.87,17.23,0.44,14937620462000,6561519000000,-11.31,17.84,58.86,48.52,24.81,-5.99,53.05
834,Buana Artha Anugerah Tbk,STAR,G511,Financials,Holding & Investment Companies,Holding & Investment Companies,Financial Holdings,"COMPOSITE, DBX, IDXFINANCE",98.56,1.71,1.73,1.64,0.05,892800111972,4592413320,254.55,365.67,975.86,524.00,197.25,24.80,524.00
835,PT Lovina Beach Brewery Tbk.,STRK,D211,Consumer Non-Cyclicals,Food & Beverage,Beverages,Liquors,"COMPOSITE, DBX, IDXNONCYC",-103.57,17.94,-17.33,-15.65,0.11,2112201605714,8936966540,14.89,2.86,227.27,332.00,-228.19,0.93,332.00
836,Siantar Top Tbk,STTP,D222,Consumer Non-Cyclicals,Food & Beverage,Processed Foods,Processed Foods,"COMPOSITE, DBX, IDXNONCYC, IDXSMC-COM, ISSI",11.00,1.85,16.85,15.42,0.09,13034500000000,3861793369374,-3.24,-4.43,-7.40,-22.40,30.68,-2.02,-21.46
837,Sugih Energy Tbk,SUGI,A111,Energy,"Oil, Gas & Coal",Oil & Gas,Oil & Gas Production & Refinery,"COMPOSITE, IDXENERGY, IDXSMC-COM",,0.54,-11.32,-3.61,2.13,1240577070700,12335340043,0.00,0.00,0.00,0.00,-2108.57,0.00,0.00
838,SLJ Global Tbk,SULI,B151,Basic Materials,Basic Materials,Forestry & Paper,Timber,"COMPOSITE, DBX, IDXBASIC, ISSI",-7.59,3.06,-40.36,-13.90,1.90,783776327664,184154239620,11.20,51.09,39.00,59.77,-56.08,11.20,65.48
839,PT Sunindo Pratama Tbk,SUNI,A132,Energy,"Oil, Gas & Coal","Oil, Gas & Coal Supports","Oil, Gas & Coal Equipment & Services","COMPOSITE, IDXENERGY, IDXSMC-COM, ISSI, MBX",11.18,2.52,22.58,15.54,0.45,2062500000000,714773739103,0.62,-4.71,-4.71,0.62,25.82,-0.61,2.53
840,Solusi Tunas Pratama Tbk,SUPR,J321,Infrastructures,Telecommunication,Wireless Telecommunication Services,Wireless Telecommunication Services,"COMPOSITE, IDXINFRA, IDXSMC-COM, ISSI",42.72,6.53,15.29,11.63,0.31,49882869757300,1364058000000,0.00,0.00,0.00,-0.06,85.60,0.00,-0.06
841,Super Energy Tbk,SURE,A111,Energy,"Oil, Gas & Coal",Oil & Gas,Oil & Gas Production & Refinery,"COMPOSITE, DBX, IDXENERGY, IDXSMC-COM",-35.29,18.21,-51.61,-8.73,4.91,3953602675440,326731987134,-1.89,-8.45,7.88,9.24,-34.29,-1.52,0.00
842,PT Maja Agung Latexindo Tbk.,SURI,F112,Healthcare,Healthcare Equipment & Providers,Healthcare Equipment & Supplies,Healthcare Supplies & Distributions,"COMPOSITE, DBX, IDXHEALTH, ISSI",-63.17,1.87,-2.97,-2.58,0.15,633437500000,113048857035,-0.99,-7.41,47.06,75.44,-8.87,1.01,85.19
843,Sriwahana Adityakarta Tbk,SWAT,B152,Basic Materials,Basic Materials,Forestry & Paper,Paper,"COMPOSITE, IDXBASIC",,0.26,-16.26,-4.88,2.33,48307200000,138822223855,0.00,0.00,-23.81,-60.00,-21.44,0.00,-33.33
844,PT Saraswanti Indoland Development Tbk,SWID,H111,Properties & Real Estate,Properties & Real Estate,Real Estate Management & Development,Real Estate Development & Management,"COMPOSITE, DBX, IDXCYCLIC, ISSI",17.71,2.52,14.21,7.93,0.79,662357361723,124161881639,10.48,37.00,120.97,98.55,30.12,3.79,98.55
845,Tunas Alfin Tbk (Share A),TALF,B131,Basic Materials,Basic Materials,Containers & Packaging,Containers & Packaging,"COMPOSITE, DBX, IDXBASIC, ISSI",18.74,0.50,2.69,1.84,0.46,633407580000,1059492136858,14.71,48.48,107.45,86.31,3.19,0.00,86.31
846,PT Lancartama Sejati Tbk.,TAMA,J211,Infrastructures,Heavy Constructions & Civil Engineering,Heavy Constructions & Civil Engineering,Heavy Constructions & Civil Engineering,"COMPOSITE, IDXINFRA, ISSI",-4.24,1.22,-28.89,-5.68,4.09,44400025752,17431080949,28.57,-7.69,38.46,140.00,-60.14,-10.00,157.14
847,PT Pelayaran Tamarin Samudra Tbk.,TAMU,A132,Energy,"Oil, Gas & Coal","Oil, Gas & Coal Supports","Oil, Gas & Coal Equipment & Services","COMPOSITE, IDXENERGY, ISSI",-5.11,3.42,-67.04,-38.11,0.76,1087500000000,52644631728,10.34,3.23,113.33,100.00,-404.40,3.23,113.33
848,Triputra Agro Persada Tbk,TAPG,D232,Consumer Non-Cyclicals,Food & Beverage,Agricultural Products,Plantations & Crops,"COMPOSITE, IDX80, IDXG30, IDXNONCYC, IDXQ30, IDXSHAGROW, IDXSMC-COM, IDXSMC-LIQ, ISSI, JII70, KOMPAS100, MBX, MNC36",8.02,2.87,35.83,28.92,0.24,33550792600000,8207835000000,-16.16,-7.41,40.31,70.81,50.96,-15.64,84.56
849,Agung Semesta Sejahtera Tbk,TARA,H111,Properties & Real Estate,Properties & Real Estate,Real Estate Management & Development,Real Estate Development & Management,"COMPOSITE, IDXPROPERT, ISSI",-119.06,0.26,-0.22,-0.21,0.02,271880435250,2803675000,6.45,-28.26,266.67,200.00,-81.45,13.79,200.00
850,Express Transindo Utama Tbk,TAXI,K132,Transportation & Logistic,Transportation,Passenger Land Transportation,Road Transportation,"COMPOSITE, IDXTRANS, ISSI",-49.71,3.21,-6.45,-5.97,0.08,163578354496,2179446000,27.78,35.29,228.57,155.56,-150.99,43.75,228.57
851,Jaya Swarasa Agung Tbk,TAYS,D222,Consumer Non-Cyclicals,Food & Beverage,Processed Foods,Processed Foods,"COMPOSITE, DBX, IDXNONCYC",-1.49,2.03,-135.72,-16.60,7.17,90111440000,77500085672,0.00,8.00,62.00,47.27,-77.84,0.00,62.00
852,PT Tower Bersama Infrastructure Tbk,TBIG,J321,Infrastructures,Telecommunication,Wireless Telecommunication Services,Wireless Telecommunication Services,"COMPOSITE, IDXINFRA, IDXSMC-COM, IDXSMC-LIQ, Investor33, MBX",34.53,4.20,12.17,2.91,3.18,44974143898325,5162758000000,-11.29,4.62,-12.50,-0.77,25.23,-2.78,-8.33
853,Tunas Baru Lampung Tbk,TBLA,D222,Consumer Non-Cyclicals,Food & Beverage,Processed Foods,Processed Foods,"COMPOSITE, IDXNONCYC, IDXSMC-COM, MBX",5.16,0.48,9.22,2.80,2.29,4278015094120,16383317000000,-9.46,-10.07,-10.67,5.51,5.06,-6.29,8.06
854,Tembaga Mulia Semanan Tbk,TBMS,B142,Basic Materials,Basic Materials,Metals & Minerals,Cooper,"COMPOSITE, DBX, IDXBASIC, ISSI",8.92,0.80,9.00,3.77,1.39,1017531800000,10991691364212,-4.76,26.83,44.44,42.86,1.04,-2.62,38.30
855,Mandom Indonesia Tbk,TCID,D421,Consumer Non-Cyclicals,Nondurable Household Products,Personal Care Products,Personal Care Products,"COMPOSITE, DBX, IDXNONCYC, ISSI",-279.75,0.70,-0.25,-0.19,0.29,1266720002100,1581369590199,-4.78,7.17,26.69,36.53,-0.29,-3.55,38.43
856,Transcoal Pacific Tbk,TCPI,A122,Energy,"Oil, Gas & Coal",Coal,Coal Distribution,"COMPOSITE, DBX, IDXENERGY, IDXSMC-COM, ISSI, KOMPAS100",197.46,16.68,8.45,4.85,0.74,37625000000000,1429592000000,2.66,33.77,34.35,11.55,13.33,0.32,16.17
857,PT Tianrong Chemicals Industry Tbk,TDPM,B111,Basic Materials,Basic Materials,Chemicals,Basic Chemicals,"COMPOSITE, IDXBASIC, IDXSMC-COM",,5.44,-375.66,-38.97,8.64,1247721009500,550012612377,0.00,0.00,0.00,0.00,-156.74,0.00,0.00
858,Dana Brata Luhur Tbk,TEBE,A122,Energy,"Oil, Gas & Coal",Coal,Coal Distribution,"COMPOSITE, IDXENERGY, ISSI, MBX",21.43,2.33,10.89,10.25,0.06,2737050000000,323378430000,-6.32,27.76,279.20,273.23,39.50,10.23,279.20
859,Indosterling Technomedia Tbk,TECH,I121,Technology,Software & IT Services,IT Services & Consulting,IT Services & Consulting,"COMPOSITE, IDXTECHNO",,0.97,1.99,1.74,0.15,62815000000,370796352,0.00,0.00,0.00,0.00,346.76,0.00,0.00
860,Tiphone Mobile Indonesia Tbk,TELE,E742,Consumer Cyclicals,Retailing,Specialty Retail,Electronics Retail,"COMPOSITE, IDXCYCLIC",-2.14,-0.01,,-32.76,-1.02,65798364501,295047000000,0.00,0.00,0.00,-10.00,-10.41,0.00,0.00
861,Telefast Indonesia Tbk,TFAS,I111,Technology,Software & IT Services,Online Applications & Services,Online Applications & Services,"COMPOSITE, DBX, IDXTECHNO, ISSI",1875.95,2.40,0.13,0.10,0.31,423333291000,233822666105,16.80,56.99,105.63,135.48,0.10,14.06,165.45
862,Tifico Fiber Indonesia Tbk,TFCO,E413,Consumer Cyclicals,Apparel & Luxury Goods,Apparel & Luxury Goods,Textiles,"COMPOSITE, IDXCYCLIC, IDXSMC-COM, ISSI",25.82,0.45,1.76,1.62,0.08,2411538200000,2373083913096,0.00,0.40,0.40,-21.26,3.94,0.00,-21.26
863,Tigaraksa Satria Tbk,TGKA,D222,Consumer Non-Cyclicals,Food & Beverage,Processed Foods,Processed Foods,"COMPOSITE, DBX, IDXNONCYC, IDXSMC-COM, ISSI",11.92,2.00,16.75,8.33,1.01,4592463750000,9518704000000,-5.77,-14.04,-30.74,-21.29,4.05,-2.00,-18.33
864,Terregra Asia Energy Tbk,TGRA,J411,Infrastructures,Utilities,Electric Utilities,Electric Utilities,"COMPOSITE, IDXINFRA",-2.83,0.25,-8.84,-5.83,0.52,74250000000,0,0.00,0.00,-10.00,35.00,,0.00,-20.59
865,PT Platinum Wahab Nusantara Tbk.,TGUK,D221,Consumer Non-Cyclicals,Food & Beverage,Processed Foods,Dairy Products,"COMPOSITE, IDXNONCYC",-6.13,6.34,-103.30,-72.70,0.42,489288898655,2875262035,0.00,0.00,0.00,174.00,-2774.77,0.00,174.00
866,KDB Tifa Finance Tbk,TIFA,G211,Financials,Financing Service,Consumer Financing,Consumer Financing,"COMPOSITE, DBX, IDXFINANCE, IDXSMC-COM",27.71,1.37,4.96,3.31,0.50,1641122406000,130189341000,13.40,18.50,-35.51,-14.59,45.49,6.76,-13.82
867,Timah Tbk,TINS,B146,Basic Materials,Basic Materials,Metals & Minerals,Diversified Metals & Minerals,"COMPOSITE, IDXBASIC, IDXBUMN20, IDXMESBUMN, IDXSHAGROW, IDXSMC-COM, ISSI, JII70, KOMPAS100, MBX",27.58,3.19,11.56,6.43,0.80,24279676260040,6607740000000,-0.33,184.65,163.79,153.94,13.32,-4.67,182.03
868,Tira Austenite Tbk,TIRA,C211,Industrials,Industrial Services,Diversified Industrial Trading,Diversified Industrial Trading,"COMPOSITE, DBX, IDXINDUST, IDXSMC-COM, ISSI",36956.95,5.09,0.01,0.01,1.37,840840000000,215175466454,-26.29,-9.93,-33.33,176.42,0.01,-2.51,225.36
869,Tirta Mahakam Resources Tbk,TIRT,B151,Basic Materials,Basic Materials,Forestry & Paper,Timber,"COMPOSITE, IDXBASIC, ISSI",-1.12,-0.08,,-14.24,-1.51,57671160750,33058667,163.64,163.64,163.64,123.08,-155783.50,87.10,286.67
870,Pabrik Kertas Tjiwi Kimia Tbk,TKIM,B152,Basic Materials,Basic Materials,Forestry & Paper,Paper,"COMPOSITE, IDXBASIC, IDXG30, IDXSHAGROW, IDXSMC-COM, IDXV30, ISSI, JII70, KOMPAS100, MBX",3.46,0.49,14.12,10.06,0.40,23582668542750,12334219560000,-1.42,-4.79,12.10,9.02,55.18,-7.33,13.93
871,PT Teladan Prima Agro Tbk,TLDN,D232,Consumer Non-Cyclicals,Food & Beverage,Agricultural Products,Plantations & Crops,"COMPOSITE, DBX, IDXNONCYC, IDXSMC-COM, ISSI",7.34,2.59,35.27,20.32,0.74,9256769093000,3813244295000,-3.47,-2.11,19.83,31.13,33.07,-6.71,31.13
872,Telkom Indonesia (Persero) Tbk.,TLKM,J312,Infrastructures,Telecommunication,Telecommunication Service,Integrated Telecommunication Service,"BISNIS-27, COMPOSITE, I-GRADE, IDX30, IDX80, IDXBUMN20, IDXESGL, IDXG30, IDXHIDIV20, IDXINFRA, IDXLQ45LCL, IDXMESBUMN, IDXQ30, Investor33, ISSI, JII, JII70, KOMPAS100, LQ45, MBX, MNC36, SMinfra18",15.98,2.24,14.04,7.45,0.88,347708380266000,109617000000000,2.00,15.91,28.42,26.60,19.85,-2.19,32.22
873,PT Temas Tbk.,TMAS,K211,Transportation & Logistic,Logistics & Deliveries,Logistics & Deliveries,Logistics & Deliveries,"COMPOSITE, IDXSMC-COM, IDXTRANS, ISSI, MBX",11.61,2.44,21.01,12.30,0.71,7359643500000,3194551000000,2.33,-4.35,-0.75,-3.65,19.85,2.33,-5.04
874,Tempo Intimedia Tbk,TMPO,E614,Consumer Cyclicals,Media & Entertainment,Media,Consumer Publishing,"COMPOSITE, DBX, IDXCYCLIC, ISSI",-91.69,0.73,-0.79,-0.45,0.78,176741652750,130343096000,1.82,-7.69,11.26,-15.58,-1.48,-1.18,11.26
875,PT Trimuda Nuansa Citra Tbk.,TNCA,K211,Transportation & Logistic,Logistics & Deliveries,Logistics & Deliveries,Logistics & Deliveries,"COMPOSITE, DBX, IDXTRANS, ISSI",230.29,2.44,1.06,0.91,0.16,107939840000,53355462655,9.57,50.00,59.49,6.78,0.88,1.61,28.57
876,TBS Energi Utama Tbk,TOBA,A121,Energy,"Oil, Gas & Coal",Coal,Coal Production,"COMPOSITE, I-GRADE, IDXENERGY, IDXSMC-COM, ISSI, MBX",-3.14,1.74,-55.20,-16.31,2.38,6894931447385,4810158477696,-9.25,-38.19,-3.09,67.74,-45.60,-3.68,93.35
877,PT Rohartindo Nusantara Luas Tbk,TOOL,E743,Consumer Cyclicals,Retailing,Specialty Retail,Home Improvement Retail,"COMPOSITE, DBX, IDXCYCLIC, ISSI",-21.01,0.69,-3.30,-2.96,0.11,129151280160,44082252490,-1.56,-1.56,23.53,23.53,-13.94,1.61,26.00
878,PT Totalindo Eka Persada Tbk.,TOPS,J211,Infrastructures,Heavy Constructions & Civil Engineering,Heavy Constructions & Civil Engineering,Heavy Constructions & Civil Engineering,"COMPOSITE, IDXINFRA",,0.08,-68.57,-17.57,2.90,33330000000,42003019816,0.00,0.00,0.00,0.00,-678.46,0.00,0.00
879,PT Topindo Solusi Komunika Tbk.,TOSK,I111,Technology,Software & IT Services,Online Applications & Services,Online Applications & Services,"COMPOSITE, DBX, IDXTECHNO, ISSI",45.18,1.85,4.10,3.10,0.32,297518856400,1301579684495,-8.86,10.77,44.00,12.50,0.51,1.41,30.91
880,Total Bangun Persada Tbk,TOTL,J211,Infrastructures,Heavy Constructions & Civil Engineering,Heavy Constructions & Civil Engineering,Heavy Constructions & Civil Engineering,"COMPOSITE, ESGSKEHATI, IDXINFRA, IDXSMC-COM, ISSI, MBX",9.28,2.88,31.00,9.94,2.12,3529350000000,2786245681000,9.63,33.99,48.55,44.37,13.65,-5.09,51.85
881,Surya Toto Indonesia Tbk,TOTO,C121,Industrials,Industrial Goods,Building Products & Fixtures,Building Products & Fixtures,"COMPOSITE, DBX, IDXINDUST, IDXSMC-COM, ISSI",7.57,1.09,14.40,10.59,0.36,2827680000000,1817453132092,-4.83,6.15,17.95,22.12,20.56,1.47,26.61
882,Sarana Menara Nusantara Tbk,TOWR,J321,Infrastructures,Telecommunication,Wireless Telecommunication Services,Wireless Telecommunication Services,"COMPOSITE, IDX80, IDXESGL, IDXINFRA, IDXLQ45LCL, IDXSMC-COM, IDXSMC-LIQ, Investor33, KOMPAS100, LQ45, MBX, SMinfra18",9.35,1.22,13.08,4.40,1.97,32208466533395,9686701000000,-1.83,-8.55,-1.83,-21.90,35.55,-1.83,-16.41
883,PT Sunindo Adipersada Tbk.,TOYS,E321,Consumer Cyclicals,Leisure Goods,Sport Equipment & Hobbies Goods,Sport Equipment & Hobbies Goods,"COMPOSITE, IDXCYCLIC",,0.05,-5.50,-3.82,0.44,11480005696,60435433392,0.00,0.00,0.00,0.00,-22.54,0.00,0.00
884,Trans Power Marine Tbk,TPMA,A122,Energy,"Oil, Gas & Coal",Coal,Coal Distribution,"COMPOSITE, IDXENERGY, IDXSMC-COM, ISSI, MBX",5.38,0.82,15.28,8.22,0.86,1999229419380,1400312928612,-4.31,-4.31,-5.93,-13.95,26.53,-1.77,-13.28
885,Trada Alam Minera Tbk,TRAM,A121,Energy,"Oil, Gas & Coal",Coal,Coal Production,"COMPOSITE, IDXENERGY, IDXSMC-COM",,1.88,-61.98,-15.15,3.09,2482181396700,3553656185000,0.00,0.00,0.00,0.00,-23.05,0.00,0.00
886,PT Cerestar Indonesia Tbk,TRGU,D222,Consumer Non-Cyclicals,Food & Beverage,Processed Foods,Processed Foods,"COMPOSITE, IDXNONCYC, IDXSMC-COM, MBX",-48.14,1.61,-3.34,-0.86,2.89,1565246301900,2726026930063,3.65,14.37,13.71,-2.45,-1.19,0.00,-2.45
887,Triwira Insanlestari Tbk,TRIL,C211,Industrials,Industrial Services,Diversified Industrial Trading,Diversified Industrial Trading,"COMPOSITE, IDXINDUST",,0.56,-3.09,-2.65,0.17,60000000000,19502311976,0.00,0.00,0.00,0.00,-16.94,0.00,0.00
888,Trimegah Sekuritas Indonesia Tbk,TRIM,G312,Financials,Investment Service,Investment Services,Investment Banking & Brokerage Services,"COMPOSITE, IDXFINANCE, IDXSMC-COM, MBX",10.28,2.67,25.93,7.52,2.45,4940963500000,1149643347000,3.01,83.16,92.42,84.14,41.80,-4.20,90.28
889,Perintis Triniti Properti Tbk,TRIN,H111,Properties & Real Estate,Properties & Real Estate,Real Estate Management & Development,Real Estate Development & Management,"COMPOSITE, DBX, IDXPROPERT",-53.72,6.84,-12.73,-2.87,3.44,3231534722760,181607666000,120.95,1147.31,1004.76,835.48,-33.12,63.38,891.45
890,Trikomsel Oke Tbk,TRIO,E742,Consumer Cyclicals,Retailing,Specialty Retail,Electronics Retail,"COMPOSITE, IDXCYCLIC, IDXSMC-COM",-76.98,-2.76,,-222.36,-1.02,11079192718770,375453319004,0.00,0.00,0.00,0.00,-38.33,0.00,0.00
891,Trisula International Tbk,TRIS,E411,Consumer Cyclicals,Apparel & Luxury Goods,Apparel & Luxury Goods,"Clothing, Accessories & Bags","COMPOSITE, DBX, IDXCYCLIC, ISSI",10.22,0.73,7.15,4.30,0.66,590591440228,1188877188859,-4.06,2.16,5.00,9.25,4.86,0.53,12.50
892,PT Transkon Jaya Tbk.,TRJA,K132,Transportation & Logistic,Transportation,Passenger Land Transportation,Road Transportation,"COMPOSITE, DBX, IDXTRANS",-71.95,0.62,-0.86,-0.43,1.00,241632000000,388910000000,6.49,19.71,17.99,-13.68,-0.86,3.14,-9.89
893,PT Teknologi Karya Digital Nusa Tbk.,TRON,I131,Technology,Software & IT Services,Software,Software,"COMPOSITE, DBX, IDXTECHNO, ISSI",-6.77,1.32,-19.45,-13.75,0.41,247911589632,59389114593,147.83,156.18,115.09,75.38,-61.62,165.12,74.05
894,Trias Sentosa Tbk,TRST,B131,Basic Materials,Basic Materials,Containers & Packaging,Containers & Packaging,"COMPOSITE, DBX, IDXBASIC, IDXSMC-COM, ISSI",33.27,0.47,1.43,0.71,1.02,1291680000000,2748101000000,-6.20,-7.72,-6.58,-8.10,1.41,2.71,-23.05
895,Triniti Dinamik Tbk,TRUE,H111,Properties & Real Estate,Properties & Real Estate,Real Estate Management & Development,Real Estate Development & Management,"COMPOSITE, DBX, IDXPROPERT, ISSI",-16.30,3.98,-24.45,-7.63,2.21,969101806080,35810260172,109.17,418.18,1166.67,1100.00,-166.03,75.38,1241.18
896,PT Guna Timur Raya Tbk.,TRUK,K211,Transportation & Logistic,Logistics & Deliveries,Logistics & Deliveries,Logistics & Deliveries,"COMPOSITE, DBX, IDXTRANS, ISSI",-30.78,4.97,-16.14,-12.11,0.33,210540000000,30629566353,47.73,110.43,314.89,604.82,-22.33,17.47,596.43
897,Trust Finance Indonesia Tbk,TRUS,G211,Financials,Financing Service,Consumer Financing,Consumer Financing,"COMPOSITE, DBX, IDXFINANCE",17.41,0.85,4.86,3.96,0.23,344000000000,33443694526,0.00,-7.11,-3.06,-42.71,59.07,2.78,-54.92
898,Tempo Scan Pacific Tbk,TSPC,F211,Healthcare,Pharmaceuticals & Health Care Research,Pharmaceuticals,Pharmaceuticals,"COMPOSITE, IDXHEALTH, IDXSMC-COM, ISSI, MBX",8.38,1.27,15.18,11.33,0.34,12582521397000,10133880122416,-8.87,18.14,7.66,5.95,14.81,-2.91,4.71
899,Asuransi Tugu Pratama Indonesia Tbk,TUGU,G412,Financials,Insurance,Insurance,General Insurance,"COMPOSITE, IDXFINANCE, IDXSMC-COM, MBX",5.21,0.35,6.81,2.32,1.94,3875577404000,6875025947000,3.41,9.28,6.53,0.47,10.82,-1.40,3.41
900,PT King Tire Indonesia Tbk.,TYRE,E112,Consumer Cyclicals,Automobiles & Components,Auto Components,Tires,"COMPOSITE, DBX, IDXCYCLIC, ISSI",19.32,1.29,6.65,3.86,0.72,438553297602,451743036593,-3.13,-3.13,-10.14,-4.62,5.02,-1.59,-2.36
901,Pakuan Tbk,UANG,E512,Consumer Cyclicals,Consumer Services,Tourism & Recreation,"Hotels, Resorts & Cruise Lines","COMPOSITE, DBX, IDXPROPERT, ISSI",83.72,10.86,12.97,4.49,1.89,6443250000000,266987000000,-1.29,199.70,1710.22,574.83,28.82,-11.43,574.83
902,PT Uni-Charm Indonesia Tbk.,UCID,D421,Consumer Non-Cyclicals,Nondurable Household Products,Personal Care Products,Personal Care Products,"COMPOSITE, IDXNONCYC, IDXSMC-COM, ISSI, MBX",86.09,0.31,0.36,0.25,0.46,1779012944400,6352977000000,-4.91,-5.33,-23.24,-44.68,0.33,-0.47,-43.20
903,PT Agro Bahari Nusantara Tbk,UDNG,D231,Consumer Non-Cyclicals,Food & Beverage,Agricultural Products,"Fish, Meat, & Poultry",ABX,-11213.41,119.13,-1.06,-0.99,0.07,6597651071440,12716871901,2.47,47.69,348.65,9122.22,-4.63,7.24,9780.95
904,Damai Sejahtera Abadi Tbk,UFOE,E742,Consumer Cyclicals,Retailing,Specialty Retail,Electronics Retail,"COMPOSITE, DBX, IDXCYCLIC, ISSI",28.58,2.27,7.94,3.65,1.18,541974936591,820674484209,-1.08,2.81,-6.15,-31.20,2.31,-1.08,-17.57
905,Ultra Jaya Milk Industry & Trading Company Tbk,ULTJ,D221,Consumer Non-Cyclicals,Food & Beverage,Processed Foods,Dairy Products,"COMPOSITE, ESGQKEHATI, ESGSKEHATI, IDXNONCYC, IDXSMC-COM, ISSI, MBX, MNC36",12.91,1.98,15.33,14.18,0.08,15701244552000,6237682000000,7.50,18.04,15.33,-14.00,19.50,0.00,-17.31
906,Unggul Indah Cahaya Tbk,UNIC,B111,Basic Materials,Basic Materials,Chemicals,Basic Chemicals,"COMPOSITE, IDXBASIC, IDXSMC-COM, ISSI, MBX",7.27,0.67,9.26,8.01,0.16,3469148835150,5031262078440,-4.29,11.91,11.91,11.91,9.48,-0.56,11.56
907,PT Ulima Nitra Tbk,UNIQ,A132,Energy,"Oil, Gas & Coal","Oil, Gas & Coal Supports","Oil, Gas & Coal Equipment & Services","COMPOSITE, IDXENERGY, IDXSMC-COM, ISSI, MBX",24.92,2.78,11.14,7.13,0.56,1349762690000,437697772164,14.50,24.46,13.93,-8.40,12.37,5.53,-2.55
908,Nusantara Inti Corpora Tbk,UNIT,E413,Consumer Cyclicals,Apparel & Luxury Goods,Apparel & Luxury Goods,Textiles,"COMPOSITE, IDXCYCLIC",,0.10,0.14,0.09,0.47,23833415200,52799921556,0.00,0.00,0.00,0.00,0.65,0.00,0.00
909,Bakrie Sumatera Plantations Tbk,UNSP,D232,Consumer Non-Cyclicals,Food & Beverage,Agricultural Products,Plantations & Crops,"COMPOSITE, IDXNONCYC",-0.26,-0.10,,-55.86,-1.66,515033442864,1869095000000,48.72,82.39,124.81,150.00,-104.66,39.42,211.83
910,PT Terang Dunia Internusa Tbk.,UNTD,E321,Consumer Cyclicals,Leisure Goods,Sport Equipment & Hobbies Goods,Sport Equipment & Hobbies Goods,"COMPOSITE, DBX, IDXCYCLIC, ISSI",-79.99,1.15,-1.44,-0.68,1.13,673333336700,346792025171,13.64,14.94,19.05,1.01,-2.43,-2.91,9.89
911,United Tractors Tbk,UNTR,C141,Industrials,Industrial Goods,Machinery,Construction Machinery & Heavy Vehicles,"BISNIS-27, COMPOSITE, ESGQKEHATI, ESGSKEHATI, IDX30, IDX80, IDXG30, IDXHIDIV20, IDXINDUST, IDXLQ45LCL, IDXQ30, IDXSHAGROW, IDXV30, IDXVESTA28, Investor33, ISSI, JII, JII70, KOMPAS100, LQ45, MBX, MNC36, SMinfra18, SRI-KEHATI",6.78,1.02,15.03,8.63,0.74,104443783808000,100465203000000,4.16,10.93,36.07,5.28,15.34,5.18,14.49
912,Unilever Indonesia Tbk.,UNVR,D421,Consumer Non-Cyclicals,Nondurable Household Products,Personal Care Products,Personal Care Products,"COMPOSITE, ESGQKEHATI, ESGSKEHATI, IDX30, IDX80, IDXESGL, IDXHIDIV20, IDXLQ45LCL, IDXNONCYC, Investor33, ISSI, JII, JII70, KOMPAS100, LQ45, MBX, SRI-KEHATI",26.85,29.57,110.13,21.12,4.21,99190000000000,27613255000000,6.02,53.49,62.46,38.58,13.38,0.76,43.87
913,Urban Jakarta Propertindo Tbk,URBN,H111,Properties & Real Estate,Properties & Real Estate,Real Estate Management & Development,Real Estate Development & Management,"COMPOSITE, DBX, IDXPROPERT",-116.43,0.30,-0.25,-0.12,1.04,607639056320,10371980771,-2.06,35.71,52.00,42.86,-50.32,3.83,48.44
